id,degree,name
3168,49,"LEVIN, MAJOR DEBRA"
3205,49,LIVEWIRE/RANCE PREST
3430,49,MANITOU
3827,49,MROTH
3861,49,"MUTO, JUNZO"
4007,49,NUADA
4314,49,"POWELL, GRACE"
4316,49,"POWELL, JONATHAN"
4423,49,PYLLAR
4511,49,RAMPAGE/STUART CLARK
4744,49,"RORY, RICHARD"
5304,49,SPHINX II
5391,49,"STARK, HOWARD"
5566,49,SVAROG
5697,49,TEZCATLIPOCA
5699,49,THAKOS
5718,49,THING DOPPELGANGER I
5773,49,TICKTOCK
6383,49,YMIR
11,48,ABOMINATION | MUTANT
17,48,ABSORBING MAN | MUTA
147,48,ANNALEE
471,48,BERYLLIUM
473,48,BETA RAY BILL | MUTA
534,48,BLACK PANTHER | MUTA
732,48,BROTHER VOODOO | MUT
736,48,"BROWN, ABE"
822,48,"CAESAR, JONATHAN"
1052,48,"CHURCHILL, LORD"
1156,48,CONSUELA
1479,48,DEVIL DINOSAUR | MUT
1543,48,"DOLAN, STACY"
1596,48,DR. OCTOPUS | MUTANT
1636,48,DRAX | MUTANT X-VERS
1776,48,EUROPIUM
1817,48,FANCY DAN
1819,48,FANDRAL | MUTANT X-V
1872,48,FIN FANG FOOM | MUTA
1934,48,FLY
2070,48,GARGOYLE | MUTANT X-
2106,48,GENESIS/TYLER DAYSPR
2221,48,GREEN GOBLIN V/
2441,48,HEMINGWAY
2507,48,HOGUN | MUTANT X-VER
2586,48,"HUXLEY, DR. HORATIO"
2660,48,IRON FIST | MUTANT X
2698,48,KALA
2710,48,KAMO THARNN
2773,48,"KHANDRUVITCH, DR. VA"
3224,48,"LOBO, EDUARDO"
3320,48,"MACINTOSH, ANN"
3344,48,MADAME WEB/CASSANDRA
3468,48,"MARRERO, ED"
3471,48,"MARRS, DESMOND"
3476,48,"MARTIN, ASHLEY"
3537,48,MATHEMANIC/THOMAS SO
3569,48,"MCKEEVER, TINY"
3740,48,MONTANA
3752,48,MOON KNIGHT | MUTANT
3891,48,NAMORITA | MUTANT X-
4001,48,NOVA | MUTANT X-VERS
4206,48,"PEREZ, GEORGE"
4315,48,"POWELL, JASON"
4319,48,POWER MAN II | MUTAN
4595,48,RED RAVEN
4656,48,
5051,48,"SHELDON, PHIL"
5330,48,SPRAGG
5475,48,"STRANG, COL./LT. GAR"
5488,48,STRONG GUY | MUTANT 
5652,48,TAURUS/CORNELIUS VAN
5743,48,THOR | MUTANT X-VERS
5900,48,TURBO II (B)/MIKE JE
5988,48,VALKYRIE II | MUTANT
6085,48,VOLSTAGG | MUTANT X-
6278,48,"WINTHROP, DESIREE"
6327,48,WORM
275,47,AURORA DOPPELGANGER
318,47,"BAILEY, SARA GREY"
442,47,BENGAL/
809,47,BYRRAH [ATLANTEAN]
1852,47,FERRIS
1897,47,FIREWALL/THEARY/MIN 
1984,47,"FREDERICKS, GENERAL"
2080,47,"GARVIN, GEARS"
2549,47,HULK III/BRUCE BANNE
2801,47,"KINCAID, JIMMY"
3227,47,"LOCKE, DR. ALEXANDER"
3308,47,M'DAKA
4378,47,PROTEUS II
4492,47,RAKSOR [SKRULL]
4970,47,SENTRY 459
5180,47,SLAB/KRIS ANDERSON
5270,47,SOPHIE
5719,47,THING DOPPELGANGER I
5876,47,TRITON DOPPELGANGER 
6033,47,VESSEL
6242,47,WILD CHILD DOPPELGAN
6279,47,WIPEOUT
19,46,"ACHEBE, REVEREND DOC"
64,46,AIRBORNE/
422,46,BEEFER
647,46,BOOBYTRAP/
1229,46,CRIMSON DYNAMO III/A
1410,46,DEATHLOK/COLONEL LUT
1525,46,DIRT NAP
1647,46,DRUIG
1886,46,FIREFIGHT/
2073,46,GAROKK
2173,46,GOLDFIRE/AMEIKO SABU
2301,46,"HADDOCK, DR. MYRA"
2458,46,"HEYWERTH, GENERAL"
2460,46,"HIBBERT, HOPE"
2949,46,JAHF
3032,46,"JONES, NELL"
3083,46,LADY OF THE LAKE
3323,46,"MACKENZIE, AL"
3477,46,"MARTIN, TERI"
3642,46,METEORITE III/VALERI
3905,46,NEBULON
3942,46,NIELS
3980,46,NOCTURNE/
4078,46,ORIKAL
4307,46,"POTTER, BETSY BEATTY"
4716,46,ROCKETLAUNCHER/
4934,46,SCREAM
5003,46,SHADOWCAT 2013
5112,46,"SILVANI, VITTORIO"
5190,46,SLEDGE
5232,46,SMOKESCREEN/
5233,46,SMUGGLER II/CONRAD J
5557,46,SUPREMOR
5630,46,TANTE MATTIE
5667,46,"TEMPLE, CLAIRE"
5686,46,TERRAXIA
5824,46,TOPSPIN/DARREN MITCH
5858,46,"TRAVELLER, DR. JUDAS"
6145,46,WARRIOR WOMAN/JULIA 
31,45,ADMIRAL PROTOCOL/
164,45,ANTRO
184,45,ARACHNE
187,45,ARAKI II
272,45,AURA/ANN HERD
353,45,BARNACLE/
496,45,BIRD MAN III/
907,45,CARNIVORE/COUNT ANDR
1005,45,CHANGELING
1276,45,CUT
1345,45,"DARE, KATHLEEN"
1699,45,EIGHTBALL
2340,45,HARD BOILED HENWY
2357,45,HAROKIN [ASGARDIAN]
2566,45,HUNCH
2785,45,KID REAPER
3500,45,MARX
4207,45,PERRIKUS
4671,45,RIGER
4769,45,ROUST
5077,45,"SHORR, JACQUELINE"
5335,45,SPYMASTER/JAKE JORDA
5614,45,"TALBOT, MAJ. MATT"
5649,45,TATTERDEMALION/
5839,45,TOWER
6147,45,WARTON/WARBECK
6256,45,"WILKS, SHANTAL"
53,44,AGINAR
82,44,"ALEXANDER, CALEB"
429,44,BELASCO
449,44,"BENTLEY, VICTORIA"
900,44,"CARLISLE, PHILLIP"
1002,44,"CHANEY, AMANDA"
1207,44,"CRAIG, REV."
1570,44,DORMA II [ATLANTEAN]
1629,44,"DRAKE, FRANKLIN"
1664,44,"DUNHAM, LAURA"
1918,44,FLATIRON/RUSSELL
2152,44,GLOM
2481,44,HIROMITSU
2546,44,HUGIN
2600,44,ICE PRINCESS/
2662,44,IRON MAIDEN/
3241,44,LOGA II
3290,44,LUMINOR
3560,44,"MCCOY, EDNA ANDREWS"
3586,44,"MEACHUM, WARD"
3653,44,MIDAS
3840,44,MUNIN
3864,44,MYSTERIA/
4063,44,OMEGA II
4067,44,OMNIBUS/LT. DALLAS
4698,44,"RIVERA, DR. JASON"
4981,44,SET
5173,44,SKULLBUSTER
5204,44,SLUG/ULYSSES X. LUGM
5241,44,SNAPDRAGON/SHEOKE SA
5345,44,"ST. CROIX, CLAUDETTE"
5347,44,"ST. CROIX, NICOLE"
5682,44,TERMINUS
5958,44,UNION JACK/LORD MONT
6083,44,VOLLA
6336,44,WRANGLER/
6343,44,"WU, LEIKO"
6445,44,ZON
555,43,BLACKHEART
611,43,BLOODSTONE/ULYSSES B
760,43,BUCKY II/FRED DAVIS
806,43,"BYRNE, JOHN"
964,43,CEREBRO | MUTANT-X V
992,43,"CHAMBERS, MR."
1087,43,CLOUD
1281,43,CYBELE [ETERNAL]
1297,43,CYLLA II
1298,43,CYNAS
1304,43,D.O.A.
1824,43,FANTASMA
1879,43,FIREBRAND II/BROXTEL
2012,43,FURGAR
2256,43,GRIS-GRIS
2342,43,HARDCASE/HAROLD HARR
2508,43,"HOLDEN, DR. SAMUEL"
2852,43,KOFI [KYMELLIAN]
3411,43,MAN-MOUNTAIN MARKO
3904,43,NEBULO
4374,43,PROMETHEUS II
4541,43,"RASPUTINA, ILLYANA I"
4854,43,SAPPHIRAS
4938,43,SCRIER II/
5234,43,"SMYTHE, ALISTAIR ALP"
5444,43,STINGER III/
5509,43,STYGIAN STARBENDER
5599,43,TAGAK
5640,43,TARGON
6102,43,VYREK
6132,43,"WARD, SEN. STEWART"
270,42,AUGUST PERSONAGE IN 
342,42,BANSHEE II
495,42,BIRD MAN/HENRY HAWK
610,42,BLOODSCREAM
804,42,"BYRD, SEN. HARRINGTO"
846,42,CANCER/JACK KLEVENO
860,42,CAPTAIN AMERICA IV/S
912,42,"CARRADINE, JESSICA J"
931,42,"CASSADA, CARLOS"
942,42,CAT MAN/HORGAN
1422,42,DECAY/
1462,42,DESIGNATE/TARENE
1851,42,"FERRARI, CONNIE"
2003,42,FU MANCHU
2099,42,GEIRRODUR
2258,42,GRIZZLY II/THEODORE 
2356,42,HARNESS/ERIKA BENSON
2369,42,"HARRIS, EDDIE"
2910,42,KULAN GATH
2945,42,JADE DRAGON/DEI GUAN
2989,42,"JENNINGS, JOSEPH"
3041,42,JONIN
3269,42,LORD TEMPLAR/
3521,42,MASTER PANDEMONIUM/M
3543,42,"MAXIMOFF, DJANGO"
3797,42,MOTHER SUPERIOR
4036,42,"O'NEILL, DET. BRADY"
4245,42,PIECEMEAL/GILBERT BE
4370,42,PROFESSOR X | MUTANT
4859,42,"SAROYAN, NEAL"
4872,42,SAUL
4982,42,SETH
5373,42,"STANE, OBADIAH"
5529,42,"SUN, LIN"
5820,42,TONGAH
5982,42,VAGABOND/PRISCILLA L
6060,42,VIRGO/ELAINE MCLAUGH
6288,42,WITNESS/NESS
6424,42,ZEFRA
15,41,ABSALOM
180,41,AQUARIUS/DARREN BENT
294,41,AXE/
326,41,"BALE, EMERSON"
552,41,BLACKBALL
553,41,BLACKBIRD/
570,41,"BLAKE, DR. DONALD (C"
745,41,BRUTACUS
897,41,CARINA/CARINA WALTER
932,41,"CASSADA, MICHAEL"
933,41,"CASSADA, ROBERTO"
956,41,"CENTURY, TURNER D."
959,41,CERBERUS
1211,41,"CRAWLEY, BETRAND"
1277,41,CUTTHROAT/DANIEL LEI
1710,41,EL TORO NEGRO/SERGIO
1743,41,ENRAGED
1772,41,ETERNAL BRAIN/PROFES
1782,41,EVERY-MAN
1850,41,FERON
2162,41,GOG
2206,41,"GRANT, SILAS"
2589,41,HYDRON
2874,41,KRAKEN
2909,41,KUKULCAN/VIRAKO/QUET
3151,41,LEO/DANIEL RADFORD
3237,41,LOCUS
3390,41,MALACHI
3573,41,"MCKENZIE, LYDIA"
3818,41,MR. NACHT
4151,41,"PARKER, BEN"
4211,41,PERUN
4267,41,PISCES/NOAH PERRICON
4337,41,PRESTER JOHN
4413,41,PUNCHOUT
4462,41,"QUINN, PAMELA"
4494,41,RALF
4529,41,RAPIER
4629,41,REPTILLA
5539,41,SUNSHINE/AUTUMN MACR
5708,41,THERA
5744,41,THORNN
5801,41,TOBIAS
5984,41,VAKUME
6030,41,VERTIGO
44,40,AGAMOTTO
80,40,"ALDEN, PROF. MEREDIT"
513,40,BLACK FOX II/
653,40,BORA
915,40,CARRION II/MALCOLM M
1001,40,"CHANDRA, DR."
1184,40,CORONARY/JIMMY SHARP
1406,40,DEATH-STALKER
1513,40,DIGGER
1653,40,"DUBOIS, NOAH"
1736,40,EMPRESS R'KILL [SKRU
1976,40,FRANKENSTEIN MONSTER
1993,40,FROG MAN/FROG LE BLA
1997,40,"FROST, ADRIENNE"
2067,40,GARGOUILLE/
2626,40,IMPULSE II/DWIGHT HU
2769,40,"KETCH, DORIS AUDRA"
3036,40,"JONES, SANDY"
3139,40,LEFT HAND/DIEGO CASS
3483,40,"MARTINEZ, ISADORA"
3718,40,MODT
3927,40,NETWORK NINA
4049,40,OGRESS/
4169,40,PATCH II
4266,40,PIROUETTE/JOBETH
4340,40,PRETTY PERSUASIONS/H
4534,40,RAPUNZEL
4910,40,"SCHOOLCRAFT, DR. DEN"
5012,40,SHALLA BAL II
5385,40,STAR-STALKER
5471,40,"STORM, CHILI"
5507,40,"STURDY, PROF. KENNET"
5634,40,TARANTULA/ANTON MIGU
5901,40,TURK
5907,40,"TWAKI, DR. TED"
5989,40,VALKYRIE IV
6178,40,"WEBSTER, NORM"
6259,40,"WILLIAMS, MINDY"
280,39,"AUTHIER, POLICE CHIE"
336,39,"BANKS, SHARON"
392,39,"BAXTER, NOAH"
426,39,BEETLE ROBOT
435,39,BELLAM
485,39,BIG CASINO/
820,39,CADUCEUS
880,39,CAPTAIN U.K./LINDA M
926,39,"CASE, COL. PRESTON"
938,39,CAT III/SHEN KUEI
971,39,CH'THON
1017,39,"CHASIN, MAJOR"
1021,39,CHEETAH
1128,39,COLOSSUS 2013
1142,39,"CONAN, NEAL"
1152,39,CONQUEST/BRIDGET MAL
1166,39,"COOPER, ROGER CAPS"
1306,39,"D'ANGELO, LIEUTENANT"
1323,39,"DAKESIAN, NANCI"
1380,39,DAYDREAMER/CATHERINE
1421,39,DEATHWATCH/STEPHAN L
1452,39,DEMONICUS/DR. DOUGLA
1575,39,DOUGHBOY
1600,39,DR. SPECTRUM II/DR. 
1687,39,"EDWARDS, MARTIN/DR. "
1780,39,"EVERETT, BILL"
2208,39,GRAPPLER
2389,39,HAUPTMANN DEUTSCHLAN
2467,39,HIGHNOTE/RAOUL HERNA
2688,39,K'RK [SHI'AR]
2716,39,KANGAROO II/
2921,39,"KWAN, TERRY"
2983,39,"JEFFRIES, DR."
3086,39,"LAMY, KELLY"
3367,39,"MAGNUM, MOSES"
3375,39,MAHA YOGI
3381,39,"MAJCOMB, RENEE"
3422,39,"MANELLI, DINO"
3424,39,MANGOG
3481,39,"MARTINEZ, ALITHA"
3666,39,"MILLER, FRANK"
3762,39,MOONSTALKER/KIANA
3910,39,NEEDLE
4023,39,"O'BREEN, GLORIANNA"
4065,39,OMEGA-20/EUGENE
4135,39,"PALMIOTTI, JIMMY"
4341,39,PREYY
4375,39,PROSH
4451,39,"QUESADA, JOE"
4459,39,"QUINN, ASHLEY"
4623,39,REM-RAM/
4765,39,ROUGHHOUSE
4783,39,"RUNCITER, GAIL"
5064,39,"SHINCHUKO, LOTUS"
5225,39,"SMITH, KEVIN"
5261,39,"SOLE, RANSOME"
5290,39,"SPAULDING, PETER"
5323,39,SPLICE/CHANDRA KU
6005,39,VARUA/MIRA
6307,39,WOLVERINE 2013
35,38,ADVA
79,38,ALCHEMY/THOMAS JONES
84,38,ALFY
93,38,"ALVAREZ, PAUL"
232,38,ARSENIC
350,38,BARIUM
356,38,BARON BLOOD II/VICTO
395,38,"BAZIN, ALLEGRA"
540,38,BLACK TALON II/SAMUE
761,38,BUCKY VI/
832,38,CALIFORNIUM
885,38,CARBON
968,38,CESIUM
989,38,"CHALMERS, JUDGE ROBE"
1043,38,CHLORINE
1061,38,CITIZEN V/JOHN WATKI
1094,38,COBALT
1423,38,DECAY II/YOSHIRO HAC
1451,38,DEMON BEAR
1528,38,DISPROSIUM
1646,38,DRUID/DREDMUND CROMW
1666,38,"DURAN, CONAL"
1757,38,ERBIUM
2093,38,GAZELLE
2105,38,GENERAL OBSIDIAN
2166,38,GOLD
2435,38,HELLRAZOR
2535,38,"HOWARD, PROFESSOR MA"
2631,38,INDIUM
2962,38,"JANES, FATHER MICHAE"
3013,38,"JOHNSON, ANNA"
3127,38,"LEBEAU, JACQUE"
3234,38,"LOCKLIN, BEN"
3379,38,MAINFRAME II
3382,38,MAJESTON ZELIA
3436,38,"MANOLIS, LT. NICK"
3441,38,MANTIS (SPACE PHANTO
3545,38,MAXOV
3633,38,MERLYN
3676,38,MINDWAVE
3888,38,NAMORA/AQUARIA NAUTI
3906,38,NECRODAMUS
3923,38,NEPTUNIUM
3948,38,NIGHT RIDER III/HAMI
4110,38,OX
4242,38,PHOSPHORUS
4283,38,PLUTONIUM
4403,38,"PUENTES, DONNA MARIA"
4476,38,RADIUM
4604,38,REDEEMER/CRAIG SAUND
4885,38,SCANDIUM
5114,38,SILVER II
5255,38,SODIUM
5528,38,SUMO
5611,38,TAKU
5700,38,THALLIUM
5802,38,"TODD, FISHER"
5939,38,ULTIMO
5954,38,UNI-LORD
5968,38,URANIUM
6061,38,VIRGO II
47,37,"AGEE, DR. AUBREY"
420,37,BEDLAM II/OLISA KABA
520,37,BLACK KNIGHT III/EOB
585,37,BLIND AL/ALTHEA
807,37,"BYRNES, GAYLE WATSON"
813,37,CABER
829,37,"CALDRONE, JAVIER"
840,37,CALYPSO
884,37,"CAPUTO, DR. JULIA"
1316,37,DADDY LONGLEGS/RAMSE
1619,37,"DRAGONBLOOD, ULYSSES"
1642,37,DREAMING CELESTIAL/T
1883,37,FIREFALL II
2011,37,"FUNARO, DONNA"
2036,37,"GALEN KOR, ADMIRAL ["
2108,37,GENTRY
2135,37,"GILLISPIE, ANDREW AN"
2365,37,"HARRIGAN, PATRICIA P"
2524,37,"HORTON, PROFESSOR PH"
2908,37,KUBIK
2952,37,JAKAR
3029,37,"JONES, LOUISE"
3146,37,"LEI KUNG, THE THUNDE"
3293,37,"LUMPKIN, WILHEMINA B"
3297,37,LUNATIK/ARISEN TYRK
3401,37,"MALPHER, KATHY"
3744,37,MONTGOMERY
3850,37,"MURDOCK, SISTER MAGG"
3911,37,NEFFETHESK
3925,37,NESTOR
4075,37,ORB
4312,37,POWELL
4335,37,"PRENTISS, BETTY DEAN"
4508,37,RAMONDA
4695,37,RISQUE/GLORIA
4738,37,"ROMMEL, EDWIN ROMULU"
5408,37,STEEL SERPENT
5669,37,TEMPUS
5683,37,TERRAFORMER/SAM
6427,37,ZELDA
156,36,ANTEUS
204,36,ARIEL II
440,36,BENEDICT
641,36,BOMBLAST/
764,36,BUG
1080,36,"CLEMSON, MIKE"
1125,36,"COLON, CHERYL"
1865,36,FIFOLET
1874,36,FIREARM/
1950,36,FOOL
2019,36,"FURY, NICK | MUTANT "
2191,36,GOSAMYR
2266,36,GROVEL
2413,36,HEALER
2431,36,HELLEN
2526,36,HORUS [EGYPTIAN GOD]
2562,36,HUMAN TORCH DOPPELGA
2637,36,INFERNO III/SAMANTHA
2875,36,KRAKOA
3011,36,"JOHNSMEYER, JAMES"
3189,36,LILITH/ANGEL O'HARA/
3318,36,MACHETE/FERDINAND LO
3341,36,MADAME QWA
3456,36,MARIONETTE/MARI
3680,36,MINISTER BLOOD
3976,36,"NIXON, RICHARD"
4202,36,"PENNYWORTH, J.C."
4273,36,PLANNER
4301,36,PORCAL
4326,36,POWERHOUSE/RIEG DAVA
4495,36,"RALSTON, SENATOR ROB"
4503,36,"RAMIREZ, JAVIER"
4515,36,RAMSHOT/
4525,36,"RANN, COMMANDER ARCT"
4968,36,SENTRY III
5075,36,"SHOOTER, JIM"
5139,36,SINGER
5155,36,SISTER PLEASURE/SCAR
5371,36,"STANCHEK, DR."
5487,36,STRONG GUY DOPPELGAN
5579,36,SYBYL DORN
5665,36,TEMPEST II/NICOLETTE
5704,36,THANE ECTOR
6073,36,"VOGE, TULLAMORE"
6090,36,"VON STRUCKER, WERNER"
6190,36,WENDIGO III/FRANCOIS
6295,36,"WOLFE, HEDY"
6348,36,WYSPER/MS. STEWART
209,35,ARIZE
255,35,"ASTROVIK, ARNOLD"
321,35,"BAKER, ANNE-MARIE"
365,35,BARRAGE
613,35,BLOODSTRIKE/ERIC CON
1145,35,"CONKLIN, CAPT."
1179,35,"CORD, JANICE"
1307,35,"D'AURIA, JACK"
1357,35,DARK COUNSEL/VARTU
1572,35,"DORNOVA-BLONSKY, NAD"
1628,35,"DRAKE, CARLTON"
1737,35,EMPRESS S'BYLL [SKRU
1875,35,FIREBALLS/JACK FARLE
2120,35,GHOST
2213,35,"GRAY, CHARLES"
2279,35,GUDRUN [ASGARDIAN]
2383,35,HATE-MONGER/ADOLF HI
2553,35,HULK ROBOT
2581,35,HURRICANE III
2707,35,KAMAL
2928,35,JACK FROST/
3111,35,"LAPIN, EMIL"
3129,35,"LEBEAU, MERCY"
3325,35,"MACLAIN, DR. MYRON"
3389,35,MAKO
3531,35,"MASTERS, DR. AUGUST"
3761,35,MOONRAKER/SLADE TRUM
3799,35,MOUNTJOY
3919,35,NEMESIS
4223,35,PHANTAZIA/
4452,35,QUESTA
4601,35,RED WOLF/WILDRUN
5147,35,SISTER AGONY
5336,35,SPYMASTER II
5370,35,"STANACHEK, FREDDIE"
5415,35,STEEPLEJACK II/MAXWE
5465,35,STONECUTTER/UTAMA TO
5635,35,TARANTULA II/CAPT. L
5653,35,TAURUS II/
5666,35,TEMPLAR/IAN FITZWILL
5815,35,TOMAZOOMA
6417,35,ZARIN
6463,35,KILLRAVEN/JONATHAN R
18,34,ACBA
198,34,AREX
205,34,ARIES/MARCUS LASSITE
252,34,ASTRA II
291,34,"AVRIL, SALLY"
343,34,BANTAM/
457,34,"BERGIER, REBECCA"
464,34,"BERNSTEIN, DR. NOAH"
507,34,BLACK BRIGADE
554,34,BLACKBODY
556,34,BLACKJACK/
635,34,"BOGGS, MORDECAI P."
729,34,BROTHER TODE
1220,34,CRIMEBUSTER/FRANK MO
1280,34,CYANIDE JANE
1481,34,"DEVILLE, ARCADIA"
1683,34,EDDA
1695,34,EGMA
1733,34,EMBER
1744,34,ENRAKT
1994,34,FROG-MAN II/EUGENE P
2014,34,"FURMINTZ, HARMON"
2026,34,GADFLY/RUTH MACRAE
2125,34,GIBBON/MARTIN BLANK
2133,34,"GILBERT, ROXANNE"
2257,34,GRIZZLY/MAXWELL MARK
2292,34,"GUTHRIE, LUCINDA"
2318,34,HAMES
2381,34,"HATCHWAY, VERNON"
2390,34,HAUPTMANN ENGLAND
2655,34,IRIDIA [INHUMAN]
2782,34,KID COLT
2797,34,KILMER
2833,34,KLIGGER/SEN. EUGENE 
3046,34,"JOSEPH, SHEVA"
3140,34,LEFT-WINGER/HECTOR L
3353,34,MAELEN
3372,34,MAGUIRE
3658,34,MIDNIGHT'S FIRE/
3922,34,NEPTUNE [OLYMPIAN]
4513,34,RAMROD II
4566,34,RAZORBACK/
4571,34,RAZORFIST III
4609,34,REE
4673,34,RIGHT-WINGER/JEROME 
4865,34,SAT-YR-9
5367,34,"STALYENKO, COL. YURI"
5468,34,STORM 2013
5472,34,"STORM, JOHNNY | MUTA"
5514,34,"SU, DR. KO BIN"
5533,34,SUNDOWN/DR. DAVE LOW
5691,34,TESS-ONE
5745,34,THORNN II/LUCIA CALL
5847,34,TRANTRA
5854,34,"TRASK, LAWRENCE LARR"
6109,34,WALKABOUT
6464,34,M'SHULLA
122,33,"ANDERSON, CHIEF MAGI"
281,33,"AUTHIER, TRACY TRACE"
293,33,AWESOME ANDROID
357,33,BARON BRIMSTONE/
398,33,"BAZIN, PHILLIPPE"
1022,33,"CHEEVER, JOHN"
1358,33,DARK CRAWLER
1563,33,DOOMSDAY MAN
1670,33,DWELLER IN DARKNESS
2022,33,G'ANYM
2278,33,GUARDSMAN/KEVIN O'BR
2924,33,KYMRI
2976,33,JASON II
3030,33,"JONES, MAGGIE"
3091,33,"LANDERS, GENA"
3112,33,"LARGO, CHIEF"
3181,33,LIFEFORCE
3198,33,"LIPSCOMB, DR. ANGELA"
3223,33,"LOBO, CARLOS"
3403,33,MALTESE
3449,33,"MARCEAUX, THEOREN"
3513,33,MASTER MENACE/DR. EM
3547,33,"MAXWELL, MORRIS"
3561,33,"MCCOY, NORTON"
3617,33,"MENNINGER, CLARA"
3656,33,MIDNIGHT/M'NAI
3657,33,MIDNIGHT III/JEFFREY
3743,33,"MONTESI, VICTORIA"
3808,33,MR. FEAR III/PROF. L
4004,33,NOVA-PRIME
4061,33,"OLSON, MRS."
4304,33,PORTAL/CHARLES LITTL
4526,33,"RANSOME, DR. SUSAN"
4612,33,REFLEX/
4662,33,"RIDDLEY, HIRAM RAM"
4756,33,"ROSETTI, GABRIEL"
5008,33,SHAKATI
5133,33,"SIMONSON, LOUISE"
5192,33,SLEEPER
5337,33,SPYNE
5749,33,"THORSON, DR. WALTER"
6008,33,"VAUGHAN, MRS."
6181,33,"WEI, LINDA"
6403,33,"ZAFAR, OFFICER JIMMY"
624,32,BLUE DIAMOND/PROFESS
626,32,BLUE STREAK/
701,32,"BRAWN, TRISTAN"
778,32,BURKE
850,32,CANDRA
1135,32,COMET/HARRIS MOORE
1202,32,"COWEN, BUCK"
1448,32,DEMOGOBLIN
1630,32,"DRAKE, MADELINE BEAT"
1755,32,EQUILIBRIUS
1896,32,FIRESTRIKE/DALTON BE
2049,32,GAMESMASTER/JEREMY
2183,32,GORGILLA
2619,32,"IMMORTUS, MARCUS"
2674,32,"ISHIHARA, ZOE"
3171,32,"LEWIS, DET. GARON"
3190,32,LILITH II
3593,32,"MEDINA, ANALISA MARI"
3866,32,MYSTERIO II/DANIEL B
3932,32,NEW SUN
3941,32,NICODEMUS II
3969,32,NINA
4288,32,"POITIER, CLAUDE"
4360,32,"PROCTOR, COORDINATOR"
4377,32,PROTECTOR III/
4539,32,"RASPUTIN, NIKOLAI"
4540,32,"RASPUTINA, ALEXANDRA"
4583,32,REBEL/
4596,32,RED RAVEN II
4632,32,"RESTON, CLIVE"
4660,32,RICOCHET RITA
4672,32,RIGHT
4775,32,"RUBINO, STEVE HEADSE"
4826,32,SAMEDAR
4849,32,"SANTINI, DR. JOSE"
4882,32,SAYGE
5035,32,"SHAUNEGHANN, MICHAEL"
5115,32,SILVER DAGGER/ISAIAH
5383,32,STAR THIEF III/DITMI
5428,32,"STERN, ROGER"
5436,32,STICK
5881,32,TRUTH II
6182,32,"WEIN, GLYNIS"
6342,32,WRONG
127,31,"ANDREWS, DARYL TROOP"
192,31,ARCHAEOPTERYX/TONAJA
279,31,"AUSTIN, TERRY"
652,31,BOONE
707,31,"BRICKFORD, CLAY"
958,31,CERANDA
1053,31,"CHURCHILL, SIR WINST"
1283,31,CYBERMANCER/DR. SUZI
1355,31,DARK
1392,31,DEADBOLT
1399,31,"DEAN, DARBY"
1400,31,"DEAN, SUSAN"
1520,31,DIONYSUS [GREEK GOD]
1650,31,DRY
1779,31,EVER
1954,31,FORCE/CLAYTON WILSON
2167,31,GOLDBUG
2228,31,"GREER, GABRIELLE"
2498,31,HODER [ASGARDIAN]
2630,31,"INDIGO, ODYSSEUS"
2900,31,KRUEGER
2948,31,JAGRFELM [ASGARDIAN]
3071,31,JUVAN
3183,31,LIGHT
3549,31,"MAYE, APRIL"
3592,31,MEDEA
3893,31,NANNY
4031,31,"O'HARA, ROBERT IRONG"
4112,31,OX III
4154,31,"PARKER, MARY (ROBOT)"
4190,31,"PEEL, EMMA"
4226,31,PHANTOM RIDER II/HAM
4299,31,POPEYE
4354,31,PRINCESS SANDELLA
4713,31,ROCKET RACCOON
4757,31,"ROSS, COURTNEY"
4924,31,SCORPIO IV
5148,31,SISTER CHLOE
5247,31,"SNOW, CHARLIE"
5405,31,"STEED, JOHN"
5564,31,SUWAN
5715,31,THIN MAN/BRUCE DICKS
5806,31,TOKKOTS
5827,31,TORGO
6105,31,"WADE, AGENT JOE"
6138,31,WARHEAD/GREGORY SLIV
6330,31,"WORTHINGTON, KATHRYN"
6333,31,WOZ/DEWOZ
6364,31,YANKEE CLIPPER/PAT C
89,30,"ALOUETTE, GENARD"
245,30,ASKANI
254,30,ASTRONOMER
816,30,"CACHES, PROF. MARINA"
944,30,CATAPHRAX
981,30,CHAKRA
1000,30,"CHANDLER, PEGGY"
1013,30,CHARLIE 27
1056,30,"CIR, DYLON"
1132,30,COLOSSUS II | MUTANT
1148,30,"CONOVER, ALYSSA"
1361,30,DARK MOTHER/FINALITY
1367,30,DARKOTH/MAJOR DESMON
1382,30,DAZZLER/BURTRAM WORT
1471,30,DEUCE
1478,30,DEVIL DINOSAUR
1740,30,"ENDO, DR. SUZI"
2000,30,"FROST, CORDELIA"
2250,30,"GRIMM, BEN | MUTANT "
2349,30,"HARDY, STAN"
2479,30,HIPPOLYTA [GREEK GOD
2587,30,HYBRID/JAMES JIMMY M
2794,30,KILLIAN
2805,30,KING BEDLAM/CHRISTOP
2809,30,"KINGMAN, BILL"
2903,30,KRUGGAR
2973,30,"JARZINHO, COL. EDSON"
3107,30,LANN
3164,30,LEVIATHAN II/EDWARD 
3184,30,LIGHTMASTER/EDWARD L
3262,30,"LOR, KONA"
3311,30,M'REEL
3386,30,MAJOR VICTORY/MAJ. V
3479,30,MARTINEX
3582,30,"MCPHERSON, LING"
3626,30,MERCURY
